batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,1. Check the product's packaging,2. Visit the brand's official website,3. Use FSSAI databases
159,jiomart_pink_delight_pink_delight_meetha_makhana_super_white_makhana_prasad_1_kg_pack,Pink Delight Meetha Makhana | Super White | Makhana Prasad | 1 Kg Pack,Pink Delight,essentials,salt-sugar,1.0,kg,240.0,jiomart,350.0,70.0,20.0,4.0,10.0,1.5,2.0,200.0,0.8,,,,,,,,,
160,jiomart_vimal_vimal_ready_to_eat_mumbai_pav_bhaji_instant_mix_meal_with_no_added_preservative_and_colours_30,Vimal Ready to Eat Mumbai Pav Bhaji Instant Mix Meal with No Added Preservative and Colours - 300g,Vimal,ready_to_eat,ready-to-eat,300.0,g,165.0,jiomart,350.0,60.0,10.0,5.0,15.0,8.0,2.0,450.0,6.0,,,,,,,,,
161,jiomart_shekhaji_shekhaji_tasty_peanuts_1_kg_pack_of_5_each_200_gm_special_rajasthani_taste,"Shekhaji Tasty Peanuts 1 kg ( Pack of 5 ,Each 200 gm ) | | Special Rajasthani Taste",Shekhaji,snacks,chips-namkeen,1.0,kg,285.0,jiomart,,25.5,2.1,10.3,15.8,9.4,0.5,350.0,2.1,,,,,,,,,
162,jiomart_red_cliff_red_cliff_edible_red_brown_chocolate_powder_color_for_cakes_desserts_and_confectionery_ric,"RED CLIFF Edible Red & Brown Chocolate Powder Color for Cakes, Desserts, and Confectionery - Rich, Intense Dark Cocoa Hue for Professional Baking and Decorating | 10mlx2 ",|Red Cliff,flavourings,pickles-chutney,10.0,ml,249.0,jiomart,,,,,,,,,,,,,,,,,,
163,jiomart_suhana_suhana_paneer_butter_masala_mix_50_g,Suhana Paneer Butter Masala Mix 50 g,Suhana,essentials,masala,50.0,g,22.0,jiomart,375.0,35.0,10.0,15.0,22.0,12.0,2.0,450.0,1.5,,,,,,,,,
164,jiomart_aplenty_aplenty_masala_amla_candy_aavla_candy_soft_and_fresh_chatpati_amlaa_candies_salted_tangy_goo,Aplenty Masala Amla Candy | Aavla Candy | Soft And Fresh Chatpati Amlaa Candies | Salted Tangy Gooseberries | Mouth Freshener/Mukhwas (400G),Aplenty,chocolate,chocolate,400.0,g,228.0,jiomart,,,12.4,1.5,9.2,6.3,0.8,,0.4,,,,,,,,,
165,jiomart_postman_postman_refined_groundnut_oil_2l_filtered_groundnut_oil_2l,Postman Refined Groundnut Oil 2L & Filtered Groundnut Oil 2L,Postman,essentials,oil,2.0,L,1080.0,jiomart,,,,,14.0,8.5,1.3,,,"Groundnut oil, Mustard oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
166,jiomart_catch_catch_coriander_powder_200_g,Catch Coriander Powder 200 g,Catch,essentials,masala,200.0,g,53.0,jiomart,,,,,,,,0.5,1.2,,,,,,,,,
167,jiomart_dharani_natural_foods_nutrigold_dharani_natural_foods_nutrigold_coldpressed_safflower_oil_1ltr_pure_,"Dharani Natural Foods NUTRIGOLD Cold-Pressed Safflower Oil 1.ltr, Pure & Natural, Chemical-Free, Ideal for Cooking, Frying & Tadka",Dharani Natural Foods Nutrigold,essentials,oil,1.0,L,579.0,jiomart,120.0,0.0,0.0,0.0,14.5,8.5,0.0,0.0,0.0,,,,,,,,,
168,jiomart_gustora_gustora_100_durum_wheat_semolina_pasta_combo_i_vegetarian_i_rich_in_fibre_protein_farfalle_p,"Gustora 100% Durum Wheat Semolina Pasta Combo I Vegetarian I Rich in Fibre & Protein Farfalle Pasta (500g X 2) Combo (Pack of 2, 1 kg)",Gustora,noodles_pasta,noodles-pasta,500.0,g,219.0,jiomart,370.0,70.2,1.8,12.3,2.5,0.7,4.9,150.0,1.8,,,,,,,,,
169,jiomart_charliee_charliee_butter_chakli_105_g,Charliee Butter Chakli 105 g,Charliee,snacks,chips-namkeen,105.0,g,35.0,jiomart,,30.5,8.2,3.1,12.9,6.4,0.5,350.0,2.8,,,,,,,,,
170,jiomart_borges_olive_oil_for_indian_cooking_extra_light_in_taste_1l_pet_bottle,"Olive Oil for Indian Cooking, Extra Light in Taste - 1L PET Bottle",Borges,essentials,oil,1.0,L,1249.0,jiomart,870.0,0.0,0.0,0.0,97.5,11.2,0.0,0.0,0.0,,,,,,,,,
171,jiomart_one_bee_organic_one_bee_organic_fennelsaunf_flora_honeyvariyali_nu_madh_natural_flora_honey_280_gm,ONE BEE ORGANIC | Fennel/Saunf Flora Honey/Variyali Nu Madh| Natural Flora Honey - 280 GM.,One Bee Organic,spread,sauce-ketchup-butter,280.0,g,210.0,jiomart,,10.2,7.4,0.1,12.3,8.5,0.2,,0.4,,,,,,,,,
172,jiomart_pink_delight_pink_delight_premium_unpolished_soyabean_500_gm_pack,Pink Delight Premium Unpolished Soyabean | 500 Gm Pack,Pink Delight,essentials,wheat-soya,500.0,g,185.0,jiomart,360.0,8.5,1.2,34.3,21.9,11.4,10.5,0.2,0.1,,,,,,,,,
173,jiomart_riscossa_riscossa_mezzi_gomiti_pasta_500_g,"Riscossa Mezzi Gomiti Pasta, 500 g",Riscossa,noodles_pasta,noodles-pasta,500.0,g,215.0,jiomart,,38.2,5.1,4.3,10.8,6.3,0.9,230.0,1.2,,,,,,,,,
174,jiomart_dhampur_green_dhampur_green_24kg_demerara_sugar_800g_x_3_packs,Dhampur Green 2.4Kg Demerara Sugar | 800g x 3 Packs,Dhampur Green,essentials,salt-sugar,2.4,kg,595.0,jiomart,,,99.9,,,,,,,,,,,,,,,
175,jiomart_maharani_maharani_supreme_biryani_basmati_rice_30_kg_premium_quality_xxxl_rice_extra_long_grain,Maharani Supreme Biryani Basmati Rice 30 kg (Premium Quality | XXXL Rice | Extra Long Grain),Maharani,essentials,rice,30.0,kg,3299.0,jiomart,,2.3,1.5,0.8,0.7,0.4,0.2,1.0,0.5,,,,,,,,,
176,jiomart_natrixeed_natrixeed_quality_dhaga_mishri_mishri_kunja_mishri_dora_mishri_crystal_sugar_sugar_100gm,"Natrixeed Quality Dhaga Mishri - Mishri, Kunja Mishri, Dora Mishri, Crystal Sugar| Sugar - 100gm",Natrixeed,essentials,salt-sugar,100.0,g,149.0,jiomart,,,21.3,0.4,1.2,0.8,0.1,,3.9,,,,,,,,,
177,jiomart_trimbakeshwar_bhog_trimbakeshwar_bhog_maida_premium_wheat_flour_500g,"TRIMBAKESHWAR BHOG Maida, Premium Wheat Flour, 500g",Trimbakeshwar Bhog,essentials,flour,500.0,g,169.0,jiomart,,65.0,1.5,10.0,2.0,1.0,0.8,,0.5,,,,,,,,,
178,jiomart_deluscia_deluscia_sunflower_oil_spray_pack_of_2_200_ml,DELUSCIA SUNFLOWER OIL SPRAY (PACK OF 2) 200 mL,Deluscia,essentials,oil,200.0,ml,449.0,jiomart,,,,,0.6,0.4,,,,,,,,,,,,
179,jiomart_shree_shree_value_pack_black_raisin_250_g,Shree Value Pack Black Raisin 250 g,Shree,essentials,dry-fruits-nuts,250.0,g,139.0,jiomart,,64.2,52.1,2.5,0.4,0.1,6.3,,0.2,,,,,,,,,
180,jiomart_organic_india_organic_india_mustard_oil_1l,ORGANIC INDIA Mustard Oil 1L,Organic India,essentials,oil,1.0,L,352.0,jiomart,870.0,0.0,0.0,0.0,98.5,8.3,0.0,0.0,0.0,,,,,,,,,
181,jiomart_ritually_pure_ritually_pure_100_organic_modak_jaggery_pure_jaggery_85_gm_each_pack_of_4_340_gm,Ritually Pure 100% Organic | Modak Jaggery | Pure Jaggery | 85 Gm Each | Pack of 4 | 340 Gm,Ritually Pure,essentials,salt-sugar,85.0,g,179.0,jiomart,360.0,78.0,75.0,0.0,1.0,0.5,0.0,2.0,0.0,,,,,,,,,
182,jiomart_chefs_basket_chefs_basket_durum_wheat_fusilli_pasta_500_g,Chef's Basket Durum Wheat Fusilli Pasta 500 g,Chef'S Basket,noodles_pasta,noodles-pasta,500.0,g,84.0,jiomart,370.0,73.4,2.1,12.3,5.6,0.9,0.8,2.0,1.0,,,,,,,,,
183,jiomart_treat_britannia_treat_vanilla_creme_wafer_biscuit_55_g,Britannia Treat Vanilla Creme Wafer Biscuit 55 g,Treat,snacks,biscuit,55.0,g,22.0,jiomart,378.0,64.5,12.6,3.1,14.4,9.2,0.5,150.0,1.8,,,,,,,,,
184,jiomart_yogabar_yogabar_breakfast_bars_variety_pack_daily_protein_snack_high_energy_nutrition_bars_8g_protei,Yogabar Breakfast Bars Variety Pack | Daily Protein Snack | High Energy & Nutrition Bars | 8g Protein & 7g Fibre Protein Bars | Pack of 6 Protein Bar x 45g | No Preservatives,Yogabar,snacks,breakfast,8.0,g,269.0,jiomart,550.0,68.0,24.0,8.0,26.0,16.0,7.0,350.0,0.5,,,,,,,,,
185,jiomart_agranik_agranik_jaggery_powder_honey_combo_natural_sweeteners_for_a_healthy_life_1225gm_pack_2,Agranik Jaggery Powder & Honey Combo Natural Sweeteners for a Healthy Life (1225gm) Pack 2,Agranik,essentials,salt-sugar,1225.0,g,449.0,jiomart,,64.8,57.2,0.1,0.4,0.1,,1.5,2.8,,,,,,,,,
186,jiomart_guinea_guinea_filtered_pure_groundnut_oil_5_l,Guinea Filtered Pure Groundnut Oil 5 L,Guinea,essentials,oil,5.0,L,1089.0,jiomart,,,,,11.4,8.3,0.2,0.1,0.02,,,,,,,,,
187,jiomart_teacurry_teacurry_fertility_tea_for_women_1_month_pack_30_tea_bags_women_fertility_tea,TEACURRY Fertility Tea For Women (1 Month Pack | 30 Tea Bags) - Women Fertility Tea,Teacurry,beverage,tea-cofee,1.0,Month,599.0,jiomart,,3.5,2.5,0.8,0.1,0.05,0.4,10.0,0.2,,,,,,,,,
188,jiomart_tinkus_tinkus_aam_ka_tel_achaar_handmade_mango_pickle_in_mustard_oil_with_traditional_indian_spices_,TINKUS Aam Ka Tel Achaar | Handmade Mango Pickle in Mustard Oil with Traditional Indian Spices | Pack Size - 200g,Tinkus,flavourings,pickles-chutney,200.0,g,165.0,jiomart,55.0,13.5,11.2,0.8,6.3,1.7,0.5,150.0,2.0,,,,,,,,,
189,jiomart_choyo_choyo_chengu_veg_hakka_noodles_spice_in_every_strand_25,CHOYO Chengu Veg Hakka Noodles: Spice in Every Strand *25,Choyo,noodles_pasta,noodles-pasta,,,3000.0,jiomart,370.0,64.2,8.5,10.3,14.1,4.2,2.5,350.0,0.8,,,,,,,,,
190,jiomart_cornitos_cornitos_cheese_and_herbs_nacho_crisps_77_g,Cornitos Cheese And Herbs Nacho Crisps 77 g,Cornitos,snacks,chips-namkeen,77.0,g,28.0,jiomart,372.0,43.2,7.1,3.9,21.4,12.5,0.6,350.0,2.3,,,,,,,,,
191,jiomart_shivas_shivas_premium_jau_sattu_barley_sattu_500_g_pack_of_2,SHIVA'S PREMIUM JAU SATTU| BARLEY SATTU - 500 G (PACK OF 2),Shiva'S,essentials,flour,500.0,g,269.0,jiomart,360.0,65.2,4.8,7.3,16.1,3.5,2.6,0.4,0.8,,,,,,,,,
192,jiomart_caf_coffee_day_cafe_coffee_day_dark_forest_coffee_powder_200_g,Cafe Coffee Day - Dark Forest Coffee Powder | 200 g,Café Coffee Day,beverage,tea-cofee,200.0,g,400.0,jiomart,,2.5,1.8,0.4,0.3,0.2,0.5,50.0,0.1,,,,,,,,,
193,jiomart_vsa_vsa_kala_namak_black_salt_1kg,Vsa kala namak (Black salt ) 1kg,Vsa,essentials,salt-sugar,1.0,kg,120.0,jiomart,,,0.1,0.0,0.0,0.0,0.0,800.0,95.0,,,,,,,,,
194,jiomart_agri_club_agri_club_jeerakasala_rice_900_gm,Agri Club Jeerakasala Rice 900 gm,Agri Club,essentials,rice,900.0,g,386.0,jiomart,,75.2,1.6,3.5,0.9,0.4,0.8,,1.2,"Jeerakasala rice, mustard oil, jaggery, spices",30g,7.0,,,,,,
195,jiomart_goshudh_goshudh_red_masoor_dal_1500_g_750g_x_2_pack,Goshudh Red Masoor Dal 1500 g (750g X 2 Pack),Goshudh,essentials,pulses,1500.0,g,350.0,jiomart,369.0,74.2,1.8,16.4,0.9,0.3,6.2,1.0,0.5,,,,,,,,,
196,jiomart_rice_villa_device_of_shield_paddy_tree_rice_villa_tasty_basmati_fried_rice_basmati_rice5kg_pack_of_5,Rice Villa| TASTY| Basmati Fried Rice |Basmati Rice|5KG| Pack of 5- 1kg each,"|Rice Villa, Device Of Shield, Paddy Tree",essentials,rice,5.0,kg,534.0,jiomart,350.0,65.0,0.5,4.0,10.0,1.5,2.0,200.0,0.8,,,,,,,,,
197,jiomart_weikfield_weikfield_mango_instant_falooda_mix_200_g_carton,Weikfield Mango Instant Falooda Mix 200 g (Carton),Weikfield,ready_to_eat,ready-to-eat,200.0,g,40.0,jiomart,370.0,59.5,24.3,2.8,16.9,10.4,0.6,350.0,1.2,,,,,,,,,
198,jiomart_vamitv_vamitv_samvat_rice_sama_chawalsamaksamo_400gm_upwaas_food_100_natural,"Vamitv - Samvat Rice (Sama Chawal/Samak/Samo) 400gm, Upwaas Food | 100% Natural",Vamitv,essentials,rice,400.0,g,199.0,jiomart,350.0,70.0,1.5,2.5,0.8,0.3,0.4,1.0,0.2,,,,,,,,,
199,jiomart_goshudh_goshudh_arhar_dal_1_kg_500g_x_2_pack_toor_dal,Goshudh Arhar Dal 1 kg (500g X 2 Pack) Toor Dal,Goshudh,essentials,pulses,1.0,kg,325.0,jiomart,356.0,74.2,1.3,14.5,0.6,0.4,7.2,1.8,0.5,,,,,,,,,
200,jiomart_sams_sams_white_cooking_vinegar_700_ml,SAMS White Cooking Vinegar 700 ml,Sams,spread,sauce-ketchup-butter,700.0,ml,46.0,jiomart,,,,,,,,0.1,0.05,,,,,,,,,
201,jiomart_ahaar_ahaar_barley_daliya_500g_jau_ka_daliya_nutritious_dalia_barley_porridge,Ahaar Barley Daliya 500g | Jau Ka Daliya | Nutritious Dalia | Barley Porridge,Ahaar,essentials,flour,500.0,g,175.0,jiomart,350.0,65.0,2.0,5.0,10.0,1.5,4.0,200.0,0.2,,,,,,,,,
202,jiomart_good_life_good_life_fenugreek_100_g,Good Life Fenugreek 100 g,Good Life,essentials,masala,100.0,g,16.0,jiomart,370.0,57.5,13.0,3.2,20.4,12.8,1.5,200.0,0.6,,,,,,,,,
203,jiomart_yuvraj_yuvraj_elaichi_soan_papadi_and_coconut_sweets_combo_pack_2_200_gm_x_2,Yuvraj Elaichi Soan Papadi and Coconut Sweets Combo Pack 2 (200 gm x 2),Yuvraj,snacks,chips-namkeen,200.0,g,185.0,jiomart,550.0,65.0,23.0,5.0,30.0,10.0,2.0,350.0,0.8,,,,,,,,,
204,jiomart_trinetra_trinetra_bura_4000_g_1kg_x_4_pack_sugar_powder,Trinetra Bura 4000 g (1Kg X 4 Pack) Sugar Powder,Trinetra,essentials,salt-sugar,4000.0,g,382.0,jiomart,,99.9,97.1,0.2,0.5,0.3,0.1,,99.9,,,,,,,,,
205,jiomart_kwik_snack_kwik_snack_by_kwik_snack_combo_quick_oats_pouch_5_x_1000_g,kwik snack by Kwik Snack COMBO QUICK OATS Pouch (5 x 1000 g),Kwik Snack,snacks,breakfast,,g,697.0,jiomart,,65.0,10.0,4.0,2.0,1.5,0.5,150.0,1.0,,,,,,,,,
206,jiomart_gur_rasoi_gur_rasoi_bitesized_jaggery_cubes_pure_natural_sweetener_rich_in_iron_minerals_readytouse_,GUR RASOI Bite-Sized Jaggery Cubes | Pure & Natural Sweetener | Rich in Iron & Minerals | Ready-to-Use Desi Gur Bites | 300g,Gur Rasoi,essentials,salt-sugar,300.0,g,249.0,jiomart,,,60.0,0.5,1.2,0.8,0.2,,0.05,,,,,,,,,
207,jiomart_trinetra_trinetra_multigrain_flour_1_kg_pack,Trinetra Multigrain Flour 1 kg Pack,Trinetra,essentials,flour,1.0,kg,250.0,jiomart,,64.2,1.5,12.3,4.8,0.9,2.7,0.5,1.3,,,,,,,,,
208,jiomart_taste_good_taste_good_combo_3_pack_of_karela_biscuits_and_3_pack_of_calcium_biscuits_100g_x_pack_of_,TASTE GOOD COMBO - 3 Pack of Karela Biscuits and 3 Pack of Calcium Biscuits (100g X Pack of 6),Taste Good,snacks,biscuit,3.0,pack,299.0,jiomart,,,,,,,,,,"mustard oil, wheat flour, jaggery, calcium carbonate, baking powder, salt, sugar, vegetable oil, flavoring agents",30g,7.0,,,,,,
209,jiomart_nestle_nestle_cerelac_wheat_apple_baby_cereal_6m_350_g,Nestle Cerelac Wheat Apple Baby Cereal 6M+ 350 g,Nestle,baby,baby,6.0,M,249.0,jiomart,370.0,74.2,10.4,5.9,11.1,3.8,0.6,10.0,0.2,,,,,,,,,
210,jiomart_snactac_snactac_bikaneri_bhujia_1_kg,Snactac Bikaneri Bhujia 1 kg,Snactac,snacks,chips-namkeen,1.0,kg,185.0,jiomart,550.0,24.0,8.0,4.0,30.0,10.0,1.0,350.0,2.0,,,,,,,,,
211,jiomart_trinetra_trinetra_ragi_atta_1_kg_pack,Trinetra Ragi Atta 1 kg Pack,Trinetra,essentials,flour,1.0,kg,255.0,jiomart,,65.0,1.5,4.8,2.3,1.2,2.1,,0.5,"Ragi, Wheat Flour, Mustard Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
212,jiomart_meal2heal_meal2heal_tasty_and_crispy_kunafa_pista_cookie_150g_handmade_wheat_flour_made_in_butter_no,MEAL2HEAL Tasty and Crispy Kunafa Pista Cookie | 150g | Handmade Wheat Flour Made In Butter | No Preservative and Chemicals,Meal2Heal,snacks,biscuit,2.0,HEAL,249.0,jiomart,550.0,65.0,25.0,5.0,30.0,15.0,2.0,250.0,1.0,,,,,,,,,
213,jiomart_postman_postman_mustard_oil_4l,Postman Mustard Oil 4L,Postman,essentials,oil,4.0,L,1080.0,jiomart,,,,,90.0,10.5,0.5,0.1,0.05,,,,,,,,,
214,jiomart_gulab_gulab_gold_filtered_groundnut_oil_870_g,Gulab Gold Filtered Groundnut Oil 870 g,Gulab,essentials,oil,870.0,g,159.0,jiomart,870.0,0.0,0.0,16.6,92.4,8.2,0.1,0.0,0.0,,,,,,,,,
215,jiomart_rajbari_rajbari_elaichi_ctc_tea_250g_with_100_real_elaichi_strong_aromatic_wellness_cardamom_tea,Rajbari Elaichi CTC Tea 250g | With 100% Real Elaichi | Strong & Aromatic | Wellness Cardamom Tea,Rajbari,beverage,tea-cofee,250.0,g,160.0,jiomart,,,,0.2,1.5,1.2,0.3,50.0,,,,,,,,,,
216,jiomart_bb_organics_bb_organics_little_millet_flakes_1kg_certified_organic_saamai_avalpreservative_free_poha,B&B Organics Little Millet Flakes (1kg)/ Certified Organic/ Saamai Aval/Preservative Free Poha,B&B Organics,snacks,breakfast,1.0,kg,385.0,jiomart,360.0,75.0,2.0,4.0,2.0,0.5,3.0,1.0,0.2,"Saamai Aval, Mustard Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
217,jiomart_bb_organics_bb_organics_wheat_flakes_1kg_traditional_millet_flakeswheat_aval,B&B Organics Wheat Flakes (1kg)/ Traditional Millet flakes/Wheat Aval,B&B Organics,snacks,breakfast,1.0,kg,303.0,jiomart,375.0,75.0,2.0,10.0,5.0,1.5,3.0,200.0,0.2,,,,,,,,,
218,jiomart_aashirvaad_aashirvaad_multigrain_atta_1_kg,Aashirvaad Multigrain Atta 1 Kg,Aashirvaad,essentials,flour,1.0,kg,69.0,jiomart,350.0,74.0,4.5,12.0,3.5,1.8,2.5,20.0,0.6,,,,,,,,,
219,jiomart_nescafe_nescafe_altarica_bold_intense_instant_coffee_jar_95_gm_imported_from_uk,"Nescafe Altarica bold & intense Instant Coffee Jar, 95 Gm - Imported from UK",Nescafe,beverage,tea-cofee,95.0,g,760.0,jiomart,315.0,8.3,4.5,2.6,13.9,10.1,0.3,20.0,0.4,,,,,,,,,
220,jiomart_food_library_the_magic_of_nature_food_library_miso_paste_500_g_pack_of_1,"Food Library Miso Paste, 500 G (Pack Of 1)",Food Library The Magic Of Nature,spread,sauce-ketchup-butter,500.0,g,270.0,jiomart,360.0,59.2,5.8,1.4,34.6,20.3,0.2,150.0,0.8,,,,,,,,,
221,jiomart_kwality_kwality_choco_flakes_1_kg_pouch_and_fruit_rings_100g_pouch,Kwality Choco Flakes 1 Kg pouch and Fruit Rings 100g pouch,Kwality,snacks,breakfast,1.0,kg,649.0,jiomart,,55.9,10.2,3.8,26.5,16.4,0.9,150.0,0.6,"Mustard oil, Sugar, Cocoa powder, Wheat flour, Rice flour, Salt, Emulsifier (Soy lecithin), Flavorings",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
222,jiomart_laxmi_laxmi_daily_feast_1_kg_kaju_val_papdi_whole_mochai_lima_beans,Laxmi Daily Feast 1 Kg Kaju Val Papdi | Whole Mochai | Lima Beans,Laxmi,essentials,pulses,1.0,kg,390.0,jiomart,,65.4,6.8,15.1,20.9,10.3,5.4,2.8,0.6,"Kaju (Cashew), Val Papdi, Whole Mochai, Lima Beans",30g,7.0,,,,,,
223,jiomart_snickers_snickers_butterscotch_filled_chocolate_bar_40_g,Snickers Butterscotch Filled Chocolate bar 40 g,Snickers,chocolate,chocolate,40.0,g,67.0,jiomart,540.0,63.0,45.0,8.0,29.0,18.0,2.0,250.0,0.5,,30g,7.0,,,,,,
224,jiomart_denali_foods_denali_foods_vanilla_custard_powderfruit_salad_puddingssmooth_creamy_delicious_2_x_100g,Denali Foods Vanilla Custard Powder|Fruit Salad & Puddings|Smooth Creamy & Delicious (2 x 100g),Denali Foods,chocolate,chocolate,,g,185.0,jiomart,550.0,75.0,65.0,3.5,27.0,15.0,2.0,150.0,1.5,"Mustard oil, Sugar, Skimmed milk powder, Cocoa powder, Vanilla flavor, Emulsifier (Soy lecithin)",30g,7.0,,,,,,
225,jiomart_weikfield_weikfield_caramel_custard_mix_70_g,Weikfield Caramel Custard Mix 70 g,Weikfield,ready_to_eat,ready-to-eat,70.0,g,50.0,jiomart,550.0,70.0,25.0,3.0,30.0,15.0,0.0,350.0,2.0,,,,,,,,,
226,jiomart_goshudh_goshudh_desi_khand_5_kg_1kg_x_5_pack_sugar,Goshudh Desi Khand 5 kg (1Kg X 5 Pack) Sugar,Goshudh,essentials,salt-sugar,5.0,kg,806.0,jiomart,,,24.0,2.0,14.0,8.0,0.5,,,,,,,,,,,
227,jiomart_goshudh_goshudh_brown_sugar_1_kg_250g_x_4_pack,Goshudh Brown Sugar 1 kg (250g X 4 Pack),Goshudh,essentials,salt-sugar,1.0,kg,144.0,jiomart,,,15.5,0.1,0.2,0.1,0.0,,3.0,,,,,,,,,
228,jiomart_eravat_rice_eravat_rice_i_mogra_basmati_rice_5_kg,Eravat Rice I Mogra Basmati Rice 5 Kg,Eravat Rice,essentials,rice,5.0,kg,539.0,jiomart,,2.8,0.1,4.6,0.9,0.5,0.7,,0.3,,,,,,,,,
229,jiomart_freshocartz_freshocartz_colorful_mixed_fruits_flavour_jelly_candy_1200gm_400gm_each_pack_of_3_sugar_,"FreshoCartz Colorful Mixed Fruits Flavour Jelly Candy 1200gm (400gm each, Pack of 3) | Sugar Coated Jelly bites | Jelly Beans | Jelly Toffee for Kids | Sweet Mix Fruit Jelly Candies",Freshocartz,chocolate,chocolate,1200.0,g,499.0,jiomart,,,53.5,2.1,10.3,7.4,0.8,,,"Sugar, Glucose Syrup, Gelatin, Colorants, Natural Flavors, Confectioner's Glaze, Carnauba Wax, Soy Lecithin, Salt",30g,7.0,,,,,,
230,jiomart_long_live_long_live_extra_virgin_olive_oil_cold_pressed_1_ltr,Long Live Extra Virgin Olive Oil (( Cold Pressed)) - 1 Ltr,Long Live,essentials,oil,1.0,L,365.0,jiomart,,,,,14.0,8.5,,,,"Mustard Oil, Olive Oil",10g,10.0,,,,,,
231,jiomart_dhampur_green_dhampur_green_brown_sugar_cubes_800g,Dhampur Green Brown Sugar Cubes -800g,Dhampur Green,essentials,salt-sugar,800.0,g,249.0,jiomart,,,33.8,0.1,0.2,0.1,0.1,,0.5,,,,,,,,,
232,jiomart_marvel_marvel_premium_tea_1_kg,Marvel Premium Tea 1 kg,Marvel,beverage,tea-cofee,1.0,kg,589.0,jiomart,,,,,,,,2.0,0.1,"Black Tea, Jaggery, Mustard Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,
233,jiomart_winola_winola_jelly_beans_multicoloured_mix_fruit_flavoured_jelly_candy_1_kg,Winola Jelly Beans - Multicoloured Mix Fruit Flavoured Jelly Candy (1 kg),Winola,chocolate,chocolate,1.0,kg,549.0,jiomart,,,55.0,2.0,28.0,17.0,0.5,,0.1,,,,,,,,,
234,jiomart_lila_dry_fruits_lila_dry_fruits_premium_dried_afghani_anjeer_250gms_x_2_500gms_mason_jar_pack_dried_,LILA DRY FRUITS Premium Dried Afghani Anjeer 250gms x 2 (500gms) Mason Jar Pack | Dried Figs | Rich Source of Fibre Calcium & Iron | Low in calories and Fat Free | Non-GMO Dried Figs,Lila Dry Fruits,essentials,dry-fruits-nuts,250.0,g,409.0,jiomart,70.0,18.2,14.3,1.4,0.5,0.2,8.6,0.3,0.1,,,,,,,,,
235,jiomart_myfitness_peanut_butter_myfitness_peanut_butter_high_protein_dark_chocolate_smooth_510g_with_added_w,MYFITNESS PEANUT BUTTER High Protein Dark Chocolate Smooth 510g | With Added Whey | 26g Protein for Muscle Building | Tasty Nut Butter Spread | Gluten Free | Zero Trans Fat | Smooth Peanut Butter,Myfitness Peanut Butter,spread,sauce-ketchup-butter,510.0,g,319.0,jiomart,,22.2,10.5,26.0,21.1,12.3,4.5,,,"Mustard oil, Whey protein, Sugar, Dark chocolate, Salt, Cocoa powder, Peanut butter",30g,7.0,,,,,,
236,jiomart_dry_fruit_hub_nature_gives_we_serve_dry_fruit_hub_sprinkles_choco_chips_combo_pack_450_g_sprinkles_f,Dry Fruit Hub - Sprinkles Choco Chips Combo Pack 450 g | Sprinkles for Cake Decoration | Pack of 4,Dry Fruit Hub Nature Gives We Serve,chocolate,chocolate,450.0,g,265.0,jiomart,574.0,64.2,46.5,4.3,34.6,22.1,0.9,10.0,0.5,,,,,,,,,
237,jiomart_organic_tattva_organic_tattva_whole_black_urad_500_g,Organic Tattva Whole Black Urad 500 g,Organic Tattva,essentials,pulses,500.0,g,128.0,jiomart,369.0,74.0,3.9,12.1,2.7,0.8,4.6,1.5,0.9,"Black Urad, Mustard Oil, Salt",30g,7.0,,,,,,
238,jiomart_ksetrikagrha_ksetrikagrha_jeera_kathi_rice_non_basmati_parboiled_rice_10kg,Ksetrikagrha Jeera Kathi Rice ( Non Basmati Parboiled Rice ) -10kg,Ksetrikagrha,essentials,rice,10.0,kg,1998.0,jiomart,350.0,68.8,1.2,3.5,0.7,0.4,0.6,1.0,0.3,,,,,,,,,
239,jiomart_pink_delight_pink_delight_natural_saindha_namak_rock_salt_1_kg_pack,Pink Delight Natural Saindha Namak | Rock Salt | 1 Kg Pack,Pink Delight,essentials,salt-sugar,1.0,kg,199.0,jiomart,,,,,0.1,0.05,0.0,84000.0,20.0,,,,,,,,,
240,jiomart_green_piece_green_piece_jalapeno_sliced230gm_and_red_paprika_sliced_230gm_pack_of_2,Green Piece Jalapeno Sliced(230gm) and Red Paprika Sliced (230gm) . (Pack of 2),Green Piece,ready_to_eat,ready-to-eat,230.0,g,329.0,jiomart,,11.2,1.4,0.9,3.5,1.8,,2.6,0.4,,,,,,,,,
