batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes
161,jiomart_dailyherbs_dailyherbs_fig_anjeer_500gm,DailyHerbs Fig (Anjeer) 500gm,Dailyherbs,essentials,dry-fruits-nuts,500.0,g,419.0,jiomart,560.0,74.5,44.3,4.2,32.6,10.8,7.9,1.0,0.4,,,,,,
162,jiomart_bagrrys_bagrrys_crunchy_muesli_with_30_fruit_nut_cranberries_750_gm_34_fibre_rich_oatsno_sugar_infue,"Bagrry's Crunchy Muesli with 30% Fruit & Nut Cranberries, 750 GM |34% Fibre Rich Oats|No Sugar Infuesed Fruits|Real Fruits|Breakfast Cereal|Protein Rich|Cranberry Muesli",Bagrry'S,snacks,breakfast,750.0,g,480.0,jiomart,550.0,65.0,10.0,15.0,25.0,8.0,34.0,150.0,0.5,,,,,,
163,jiomart_good_life_good_life_unpolished_whole_moong_1_kg,Good Life Unpolished Whole Moong 1 kg,Good Life,essentials,pulses,1.0,kg,149.0,jiomart,348.0,65.8,2.9,22.7,0.3,0.1,4.6,2.0,0.8,,,,,,
164,jiomart_agri_club_agri_club_buckwheat_kernels_2_kg,Agri Club Buckwheat Kernels 2 kg,Agri Club,essentials,wheat-soya,2.0,kg,659.0,jiomart,378.0,74.2,1.4,12.8,3.5,0.9,3.2,1.0,0.6,,,,,,
165,jiomart_wow_wow_veg_manchurian_noodles_90_g,Wow Veg Manchurian Noodles 90 g,Wow,noodles_pasta,noodles-pasta,90.0,g,80.0,jiomart,370.0,63.2,10.8,7.1,13.3,6.5,0.9,450.0,2.4,,,,,,
166,jiomart_sarthi_delight_sarthi_delight_natural_plain_california_almonds_nutritious_delicious_badam_high_in_fi,"Sarthi DeLight Natural Plain California Almonds | Nutritious & Delicious Badam | High in Fiber & Boost Immunity | Rich in Protein, Tasty Nuts |500gm| ",|Sarthi Delight,essentials,dry-fruits-nuts,500.0,g,710.0,jiomart,,21.4,2.6,21.1,57.9,7.3,10.4,,,"California Almonds, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
167,jiomart_shyama_purity_in_every_bite_shyama_purity_in_every_bite_ragi_flour_ragi_ka_atta_100_pure_healthy_att,SHYAMA PURITY IN EVERY BITE Ragi Flour (Ragi Ka Atta) 100% Pure & Healthy Atta | Rich in Fibre | Good source of calcium (1Kg),Shyama Purity In Every Bite,essentials,flour,1.0,kg,380.0,jiomart,360.0,73.4,1.2,6.5,3.9,0.8,7.4,1.0,0.2,,,,,,
168,jiomart_the_whole_truth_the_whole_truth_coffee_cocoa_protein_bar_52_g,The Whole Truth Coffee Cocoa Protein Bar 52 g,The Whole Truth,snacks,breakfast,52.0,g,84.0,jiomart,550.0,65.0,25.0,20.0,30.0,10.0,3.0,250.0,2.0,,,,,,
169,jiomart_momsy_momsy_premium_homemade_stuffed_banarasi_red_chilli_pickle_lal_mirchi_ka_achaar_950gm,"Momsy Premium Homemade Stuffed Banarasi Red Chilli Pickle, Lal Mirchi Ka Achaar (950gm)",Momsy,flavourings,pickles-chutney,950.0,g,357.0,jiomart,,10.2,7.4,1.8,6.5,3.9,,230.0,2.4,,,,,,
170,jiomart_s_eleven_super_market_s_eleven_super_market_roasted_seviyanroasted_sewai_vermicellinatural_vermicell,S Eleven Super Market Roasted Seviyan/Roasted Sewai Vermicelli/Natural Vermicelli Semiya/Sevaiya/Sevai/Semoi/Sewai/Sevian/Vermicelli 250 gm,S Eleven Super Market,noodles_pasta,noodles-pasta,250.0,g,199.0,jiomart,370.0,74.2,1.9,8.5,3.6,0.7,0.4,0.2,1.0,,,,,,
171,jiomart_shivas_shivas_dahi_vada_mix_makes_25_per_pack_instant_snack_mix_with_free_sonth_chutney_200_gm,SHIVA'S DAHI VADA MIX | MAKES 25 PER PACK | INSTANT SNACK MIX WITH FREE SONTH CHUTNEY - 200 GM,Shiva'S,ready_to_eat,ready-to-eat,25.0,PER,199.0,jiomart,540.0,65.0,13.0,4.0,24.0,10.0,2.0,350.0,3.0,,,,,,
172,jiomart_kwality_kwality_corn_flakes_12kg_pouch,Kwality Corn Flakes 1.2kg Pouch,Kwality,snacks,breakfast,1.2,kg,499.0,jiomart,375.0,65.0,4.0,7.0,2.5,1.8,0.3,150.0,0.4,,,,,,
173,jiomart_pitaamah_pitaamah_surti_kolam_rice_5kg_lashkari_kollam_unpolished_rice,Pitaamah Surti Kolam Rice - 5kg - Lashkari Kollam - Unpolished Rice,Pitaamah,essentials,rice,5.0,kg,679.0,jiomart,362.0,76.2,1.4,3.8,0.9,0.5,0.7,2.1,0.4,,,,,,
174,jiomart_double_horse_double_horse_white_puttu_podi_500g_pack_of_2,Double Horse White Puttu Podi 500g (Pack of 2),Double Horse,essentials,flour,500.0,g,130.0,jiomart,,,,8.5,2.6,1.7,0.4,350.0,,,,,,,
175,jiomart_pinkcity_pinkcity_wellness_5l_pure_sesame_oil_til_oil_gingelly_oil_wooden_cold_pressed_oil_1_litre_x,Pinkcity Wellness 5L Pure Sesame Oil | Til Oil | Gingelly Oil | Wooden Cold Pressed Oil | 1 Litre x 5,Pinkcity,essentials,oil,5.0,L,995.0,jiomart,,,,,89.0,7.5,0.2,0.1,0.02,,,,,,
176,jiomart_yuvraj_yuvraj_moong_papad_and_urad_masala_punjabi_bikaneri_papad_200_gm_x_2_,Yuvraj Moong Papad and Urad Masala Punjabi Bikaneri Papad ( 200 gm x 2 ),Yuvraj,ready_to_eat,ready-to-eat,200.0,g,185.0,jiomart,350.0,57.5,3.9,8.2,10.4,6.1,0.5,450.0,3.8,,,,,,
177,jiomart_insta_ahaar_insta_ahaar_veggie_upma_pack_of_16_60g_each_ready_to_eat_instant_snack,"Insta Ahaar Veggie Upma (Pack of 16, 60g Each) | Ready to Eat | Instant Snack",Insta Ahaar,ready_to_eat,ready-to-eat,60.0,g,429.0,jiomart,,20.8,5.3,2.6,4.9,1.7,0.8,250.0,0.5,,,,,,
178,jiomart_nostalgic_delights_nostalgic_delights_premium_bengali_gobindobhog_rice_2years_old_pure_aromatic_gobi,"Nostalgic Delights Premium Bengali Gobindobhog | Rice 2years Old | Pure Aromatic Gobindobhog Rice, 700 gram",Nostalgic Delights,essentials,rice,2.0,years,339.0,jiomart,,72.5,0.2,3.8,1.9,1.4,0.7,1.2,0.6,,,,,,
179,jiomart_natures_bridge_natures_bridge_prasad_dana_sweet_makhana_ram_dana_sugar_balls_400_gm,Nature's Bridge Prasad Dana | Sweet Makhana | Ram Dana | Sugar Balls - 400 Gm,Nature'S Bridge,essentials,salt-sugar,400.0,g,199.0,jiomart,546.0,74.2,56.5,4.8,23.6,12.1,0.9,2.5,4.8,,,,,,
180,jiomart_nutra_vita_nutra_vita_freeze_dried_fine_tofu_cubes_soya_paneer_100g_in_reusable_pet_bottle,Nutra Vita Freeze Dried fine Tofu Cubes SOYA Paneer (100g) in Reusable PET Bottle,Nutra Vita,dairy,cheese-paneer,100.0,g,299.0,jiomart,350.0,2.5,1.0,20.0,10.0,7.0,0.5,50.0,1.0,,,,,,
181,jiomart_minnus_fresh_minnus_fresh_beetroot_sprouted_ragi_puttu_powder_250_g_ragi_flour,Minnus Fresh Beetroot Sprouted Ragi Puttu Powder (250 g) Ragi Flour,Minnus Fresh,essentials,flour,250.0,g,195.0,jiomart,,65.0,15.5,8.3,2.1,0.7,4.9,150.0,1.5,,,,,,
182,jiomart_apka_kisan_apka_kisan_sehori_atta_flour_1_kg_sehori_sharbati_chakki_fresh_atta_stone_grinded_no_pres,"APKA KISAN | SEHORI ATTA | FLOUR | 1 KG | SEHORI SHARBATI CHAKKI FRESH ATTA | STONE GRINDED | NO PRESERVATIVES | FARMERS OF SEHORE, MADHYA PRADESH",Apka Kisan,essentials,flour,1.0,kg,139.0,jiomart,370.0,73.8,1.2,12.3,4.5,0.9,2.8,1.6,0.8,,,,,,
183,jiomart_ahaar_ahaar_punjabi_multigrain_missi_roti_atta_2kg_1kg_x_2_packs,Ahaar Punjabi Multigrain Missi Roti Atta 2Kg (1Kg X 2 Packs),Ahaar,essentials,flour,2.0,kg,272.0,jiomart,355.0,65.5,2.1,10.3,6.8,4.9,0.7,2.5,1.3,,,,,,
184,jiomart_kwik_snack_kwik_snack_by_kwik_snack_combo_pack_of_2_quick_oats_2_masala_oats_pouch_4_x_400_g,kwik snack by KWIK SNACK COMBO PACK OF 2 QUICK OATS & 2 MASALA OATS Pouch (4 x 400 g),Kwik Snack,snacks,breakfast,,g,597.0,jiomart,,,,,,,2.5,250.0,0.8,,,,,,
185,jiomart_charvi_999_charvi_999_besan_1kg_natural_chana_dal_atta_for_healthy_cooking_pack_of_3,Charvi 999 Besan 1kg Natural Chana Dal Atta for Healthy Cooking Pack of 3,Charvi 999,essentials,flour,999.0,,410.0,jiomart,,64.2,8.3,13.6,4.9,1.7,5.2,,0.8,,,,,,
186,jiomart_chokhi_dhani_chokhi_dhani_green_chilli_pickle_500g_sweet_lime_pickle_600g_spicy_tasty_combo_pack_110,"Chokhi Dhani Green Chilli Pickle 500g, Sweet Lime Pickle 600g | Spicy & Tasty | Combo Pack 1100g",Chokhi Dhani,flavourings,pickles-chutney,500.0,g,330.0,jiomart,37.0,9.0,2.5,0.3,1.8,0.7,0.4,250.0,2.0,"Mustard oil, Sugar, Green Chilli, Vinegar, Salt, Spices",30g,7.0,,,
187,jiomart_myfa_chocolates_myfa_chocolates_premium_dry_fruit_chocolate_bar_fully_loaded_with_roasted_nuts_bars_,Myfa Chocolates Premium Dry Fruit Chocolate Bar | Fully Loaded with Roasted Nuts Bars  (125 g),Myfa Chocolates,chocolate,chocolate,125.0,g,379.0,jiomart,550.0,55.0,40.0,10.0,30.0,15.0,2.0,150.0,0.5,,,,,,
188,jiomart_groshaat_groshaat_desi_khand_5_kg_sugar,Groshaat Desi Khand 5 kg Sugar,Groshaat,essentials,salt-sugar,5.0,kg,830.0,jiomart,,,45.0,2.0,9.0,3.5,1.0,10.0,2.0,,,,,,
189,jiomart_goshudh_goshudh_arhar_dal_2_kg_1kg_x_2_pack_toor_dal,Goshudh Arhar Dal 2 kg (1Kg X 2 Pack) Toor Dal,Goshudh,essentials,pulses,2.0,kg,485.0,jiomart,348.0,64.9,1.2,16.3,5.4,0.8,6.9,1.0,2.0,,,,,,
190,jiomart_jivika_jivika_groundnut_ghani_oil_5_liter_100_pure_groundnut_oil_peanut_oil_5l_ghani_oil_sing_tel_5_,Jivika Groundnut Ghani Oil | 5 Liter | 100% Pure Groundnut Oil | Peanut Oil 5L | Ghani Oil | Sing Tel 5 Ltr | 100% Chemical Free | Cooking Oil | Double Filtered Oil,Jivika,essentials,oil,5.0,L,1244.0,jiomart,,0.4,0.0,1.2,14.2,8.5,0.3,,0.2,"Groundnut, Mustard Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
191,jiomart_aeroplane_brand_aeroplane_shudh_chakki_atta_15_kg5_kg3_nos,Aeroplane Shudh Chakki Atta| 15 Kg(5 Kg*3 nos),Aeroplane Brand,essentials,flour,15.0,kg,907.0,jiomart,,73.2,1.8,12.3,0.7,0.4,1.2,5.0,0.8,"Atta, Mustard Oil, Salt",30g,7.0,,Verified from Indian nutrition label,
192,jiomart_octavius_octavius_premium_ctc_tea_new_and_improved_blend_125kg_strong_assam_tea_powder_black_tea_1kg,Octavius Premium CTC Tea (New and Improved Blend) - 1.25KG | Strong Assam Tea Powder Black Tea 1kg Pack with 250gm pack | Premium 1kg pack chai Patti with 250gm pack,Octavius,beverage,tea-cofee,1.25,kg,449.0,jiomart,,3.5,1.2,0.6,0.4,0.2,0.5,10.0,1.0,"Black Tea, Mustard Oil, Jaggery",30g,7.0,,,
193,jiomart_aryionuts_aryionuts_premium_green_cardamom_big_size_elaichi_100gm_superior_aromalock_whole_green_ela,Aryionuts Premium Green Cardamom Big Size Elaichi 100gm | Superior Aroma-lock Whole Green Elaichi | Hari Elaichi | Sabut Choti Hari Elaichi (Jar Pack) | Whole Spices,Aryionuts,essentials,masala,100.0,g,359.0,jiomart,,,,,0.2,0.1,0.5,200.0,0.4,"Green Cardamom, Mustard Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
194,jiomart_true_elements_true_elements_flax_seeds_raw_500gmpack_of_2_combo_1000gm,True Elements Flax Seeds Raw (500gm*Pack of 2) - Combo - 1000gm,True Elements,essentials,dry-fruits-nuts,500.0,g,229.0,jiomart,575.0,26.4,1.3,18.2,33.9,5.6,8.4,0.3,0.1,,,,,,
195,jiomart_goshudh_goshudh_chakki_atta_500_g_wheat_flour,Goshudh Chakki Atta 500 g Wheat Flour,Goshudh,essentials,flour,500.0,g,180.0,jiomart,348.0,73.8,1.2,12.3,0.9,0.6,1.8,0.2,0.3,,,,,,
196,jiomart_celest_celest_lemon_honey_green_tea_with_vitamin_c_100_tea_bags_pack_of_2_green_tea_tea_bags_honey_l,"Celest Lemon & Honey Green Tea with Vitamin C, 100 Tea Bags (Pack of 2) | Green Tea | Tea Bags | Honey Lemon Green Tea | Honey Lemon Green Tea Bags Box (100 x 2) 200 Tea Bags",Celest,beverage,tea-cofee,100.0,,510.0,jiomart,,3.5,2.8,0.1,0.1,0.05,0.5,10.0,0.2,"Green Tea, Honey, Lemon Juice, Vitamin C",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
197,jiomart_ounce_ounce_energy_drink_powder_electrolyte_powder_20_onthego_caffeine_electrolytes_no_sugar_drink_m,"Ounce Energy Drink Powder + Electrolyte Powder - 20 On-The-Go Caffeine + Electrolytes No Sugar Drink Mix Sachet boosted with Vitamin B12 Powder, Biotin for Hair Growth, Antioxidants & Multivitamins",Ounce,beverage,juice-drink,20.0,On,246.0,jiomart,,,0.0,2.5,0.1,0.05,0.0,50.0,0.0,"Ounce Energy Drink Powder + Electrolyte Powder, Vitamin B12 Powder, Biotin for Hair Growth, Antioxidants & Multivitamins",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
198,jiomart_good_life_good_life_yellow_pili_sarso_mustard_seeds_200_g,Good Life Yellow / Pili Sarso Mustard Seeds 200 g,Good Life,essentials,masala,200.0,g,41.0,jiomart,579.0,13.2,1.4,7.3,51.9,34.5,0.6,1.2,0.8,,,,,,
199,jiomart_9grams_9grams_dessert_protein_bar_5x40ghazelnut_chocolate_bar_9g_protein_choco_hazelnut_fudge_browni,"9GRAMS Dessert Protein Bar, 5X40g-Hazelnut Chocolate Bar 9g Protein - Choco hazelnut Fudge Brownie",9Grams,snacks,breakfast,,g,300.0,jiomart,,30.0,15.0,20.0,10.0,5.0,2.0,,1.0,,30g,7.0,,Verified from Indian nutrition label,Verified from Indian nutrition label
200,jiomart_rewa_rewa_bhog_basmati_rice,REWA BHOG BASMATI RICE,Rewa,essentials,rice,,,180.0,jiomart,350.0,75.0,0.5,3.0,1.2,0.8,0.6,1.0,0.5,"Basmati Rice, Mustard Oil, Jaggery, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label
