batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,- energy_kcal_per_100g,- carbs_g_per_100g,- total_sugars_g_per_100g,- protein_g_per_100g,- fat_g_per_100g,- saturated_fat_g_per_100g,- fiber_g_per_100g,- sodium_mg_per_100g,- salt_g_per_100g
146,jiomart_cook_garden_cookgarden_protein_rich_breakfast_instant_oats_500_gm_pack_of_2,CookGarden Protein Rich Breakfast Instant Oats 500 gm - Pack Of 2,Cook Garden,snacks,breakfast,500.0,g,349.0,jiomart,370.0,65.0,12.0,10.0,8.0,2.5,3.0,150.0,0.6,,,,,,,,,,,,,,,
147,jiomart_add_me_add_me_dry_mango_pickle_1kg_less_oil_homemade_sukha_north_indian_aam_ka_achar_vacuum_pack,Add me Dry Mango Pickle 1kg Less Oil Homemade Sukha North Indian Aam ka Achar Vacuum Pack,Add Me,flavourings,pickles-chutney,1.0,kg,499.0,jiomart,,10.5,6.2,1.3,0.8,0.4,0.5,250.0,2.1,"Mustard oil, Dry mango, Jaggery, Spices",30g,7.0,,,,,,,,,,,,
148,jiomart_nutrapoorna_nutrapoorna_chapati_wheat_atta_1_kg,Nutrapoorna Chapati Wheat Atta 1 kg,Nutrapoorna,essentials,flour,1.0,kg,77.0,jiomart,348.0,74.2,1.4,12.3,0.8,0.5,1.2,0.4,0.3,"Wheat Atta, Mustard Oil, Salt",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
149,jiomart_manama_manama_raspberry_jam_strawberry_jam_and_orange_marmalade_jam_500gms_each_pack_of_3,"Manama Raspberry Jam, Strawberry Jam and Orange Marmalade Jam| 500gms Each| Pack of 3",Manama,spread,sauce-ketchup-butter,500.0,g,390.0,jiomart,,,,,,,,,,,,,,,,,,,,,,,,
150,jiomart_pothigai_natural_pothigai_natural_ginger_pickle_250g_pure_home_made_pickleno_additivesno_preservativ,Pothigai Natural Ginger Pickle 250g Pure Home Made Pickle/No Additives/No Preservatives/ 100% Natural made (Pack of 1),Pothigai Natural,flavourings,pickles-chutney,250.0,g,229.0,jiomart,,,,,,,,,,,,,,,,,,,,,,,,
151,jiomart_maggi_maggi_pazzta_cheese_macaroni_family_saver_pack_150_g,Maggi Pazzta Cheese Macaroni (Family Saver Pack) 150 g,Maggi,noodles_pasta,noodles-pasta,150.0,g,60.0,jiomart,378.0,64.5,8.2,6.3,10.1,4.9,0.5,430.0,2.8,,,,,,,,,,,,,,,
152,jiomart_bb_organics_bb_organics_traditional_rice_combo_pack_karuppukavunimappilai_samba_rice250g,B&B Organics Traditional Rice Combo Pack (Karuppukavuni+Mappilai Samba Rice)-250g,B&B Organics,essentials,rice,250.0,g,255.0,jiomart,350.0,70.0,1.5,3.5,2.5,0.8,0.4,1.0,0.3,,,,,,,,,,,,,,,
153,jiomart_pickwick_pickwick_assorted_wafer_biscuits_combo_pack8_x_75_gram_2_each_of_chocolate_orange_pineapple,"PICKWICK Assorted Wafer Biscuits Combo Pack|8 x 75 Gram |2 Each of Chocolate, Orange, Pineapple, Strawberry Flavors|100% Vegetarian|Indulge In Our Crispy, Cream Biscuit Snacks-Perfect For Both Kids & Adults",Pickwick,snacks,biscuit,,g,312.0,jiomart,,38.2,12.1,3.5,10.8,6.4,0.2,250.0,1.3,"Mustard oil, Sugar, Rice flour, Wheat flour, Vegetable fat, Cocoa powder, Orange flavor, Pineapple flavor, Strawberry flavor",30g,7.0,,,,,,,,,,,,
154,jiomart_grenera_grenera_multi_millet_noodles_made_with_finger_kodo_pearl_foxtail_little_millet_220_grams_pac,"Grenera Multi Millet Noodles, Made with Finger, Kodo, Pearl, Foxtail, Little Millet, 220 grams (Pack of 3)",Grenera,noodles_pasta,noodles-pasta,220.0,g,321.0,jiomart,370.0,74.2,1.4,7.8,3.5,0.9,2.6,350.0,1.4,,,,,,,,,,,,,,,
155,jiomart_welly_belly_welly_belly_multigrain_flour_combines_the_wholesome_goodness_of_grains_like_millet_and_b,"Welly Belly Multigrain Flour combines the wholesome goodness of grains like Millet and Barley, carefully crafted with only natural ingredients for a healthier choice.",Welly Belly,essentials,flour,,,241.0,jiomart,,65.2,3.4,8.1,2.5,0.9,3.6,,0.4,"Millet, Barley, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
156,jiomart_kitchen_champion_kitchen_champion_basmati_rice_mini_mogra_ii_10kg_broken_aromatic_broken_basmati_ric,"KITCHEN CHAMPION Basmati Rice Mini Mogra II 10kg (Broken) - Aromatic Broken Basmati Rice for Daily Use, Ideal for Khichdi, Fried Rice & Everyday Meals",Kitchen Champion,essentials,rice,10.0,kg,800.0,jiomart,,2.3,0.1,2.5,0.6,0.4,0.7,,0.1,,,,,,,,,,,,,,,
157,jiomart_green_piece_green_piece_jain_combo_without_oniongarlicpotato_soya_sauce_200gmtomato_sauce_200gmgreen,"Green Piece Jain Combo Without Onion/garlic/Potato Soya Sauce (200gm),Tomato Sauce (200gm),Green Chilli Sauce (200gm),Red Chilli Sauce (200gm) (Pack of 4)",Green Piece,spread,sauce-ketchup-butter,200.0,g,209.0,jiomart,370.0,46.0,8.0,2.0,20.0,10.0,1.0,350.0,4.5,,,,,,,,,,,,,,,
158,jiomart_ellora_ellora_pink_lachkari_jeera_kolam_26_kg_steam_rice,Ellora Pink Lachkari Jeera Kolam 26 Kg Steam Rice,Ellora,essentials,rice,26.0,kg,1950.0,jiomart,,72.4,2.3,5.1,0.8,0.6,0.9,,0.2,,,,,,,,,,,,,,,
159,jiomart_super_sarvottam_super_sarvottam_physically_refined_rice_bran_oil_815_g,Super Sarvottam Physically Refined Rice Bran Oil 815 g,Super Sarvottam,essentials,oil,815.0,g,128.0,jiomart,870.0,0.2,0.0,0.1,12.8,9.5,6.4,0.0,0.0,,,,,,,,,,,,,,,
160,jiomart_monster_monster_taurine_ginger_energy_drink_500_ml_imported_from_usa,"Monster Taurine Ginger Energy Drink, 500 Ml - Imported from USA",Monster,beverage,juice-drink,500.0,ml,405.0,jiomart,,,10.8,0.1,0.3,0.2,0.5,,,,,,,,,,,,,,,,,
161,jiomart_lokraj_lokraj_premium_lokwan_wheat_atta_5kg_saver_pack_of_3,LokRaj Premium Lokwan Wheat Atta 5kg (Saver Pack of 3),Lokraj,essentials,flour,5.0,kg,1165.0,jiomart,369.0,73.5,1.3,12.2,4.8,0.9,1.5,10.0,0.3,,,,,,,,,,,,,,,
162,jiomart_the_whole_truth_the_whole_truth_orange_dark_chocolate_pack_of_3_no_added_sugar_sweetened_only_with_d,The Whole Truth - Orange Dark Chocolate - (Pack of 3) - No Added Sugar - Sweetened Only with dates - 71% Cocoa - 29% Dates with a dash of Orange Oil,The Whole Truth,chocolate,chocolate,3.0,pack,995.0,jiomart,550.0,55.0,45.0,13.0,42.0,32.0,4.0,10.0,2.0,"Dates, Cocoa (71%), Orange Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
163,jiomart_suhana_suhana_paneer_tikka_masala_mix_50_g,Suhana Paneer Tikka Masala Mix 50 g,Suhana,essentials,masala,50.0,g,40.0,jiomart,,,,,,,,250.0,1.2,,,,,,,,,,,,,,,
164,jiomart_aeroplane_brand_aeroplane_apple_basmati_rice_10_kg,Aeroplane Apple Basmati Rice 10 Kg,Aeroplane Brand,essentials,rice,10.0,kg,967.0,jiomart,,2.7,0.1,2.5,0.3,0.1,0.4,,0.05,,,,,,,,,,,,,,,
165,jiomart_pink_delight_pink_delight_red_rice_quick_cooking_red_rice_lal_chawal_100_organic_1_kg_pack,Pink Delight Red Rice | Quick Cooking Red Rice| Lal Chawal| 100% Organic| 1 Kg Pack,Pink Delight,essentials,rice,1.0,kg,259.0,jiomart,350.0,70.0,0.5,2.5,1.8,1.2,0.6,1.0,0.3,"Rice, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
166,jiomart_sambhojanam_sambhojanam_sugar_free_diet_flour1kg_wheat_free_naturally_sweet_for_manage_diabetes_mana,Sambhojanam Sugar free Diet flour-1Kg| wheat free naturally Sweet for Manage Diabetes| manage Weight| Gluten free| Benefits of Nuts and Seeds,Sambhojanam,essentials,flour,1.0,kg,335.0,jiomart,,64.0,2.0,12.0,3.5,1.0,4.0,,0.2,"Mustard oil, Rice flour, Sugar free sweetener blend",30g,7.0,,,,,,,,,,,,
167,jiomart_veganic_veganic_kulthi_dal_brown_horsegram_kollu_vulavalu_kurthi_dal_hurali_kalu_kulthi_beans_pulse_,Veganic Kulthi Dal | Brown Horsegram | Kollu | Vulavalu | Kurthi Dal | Hurali Kalu | Kulthi Beans | Pulse 200G,Veganic,essentials,pulses,200.0,g,169.0,jiomart,369.0,69.9,1.2,16.8,0.4,0.3,6.5,1.0,0.2,,,,,,,,,,,,,,,
168,jiomart_red_cliff_red_cliff_edible_black_brown_chocolate_powder_color_for_cakes_desserts_and_confectionery_r,"RED CLIFF Edible Black & Brown Chocolate Powder Color for Cakes, Desserts, and Confectionery - Rich, Intense Dark Cocoa Hue for Professional Baking and Decorating | 10mlx2 ",|Red Cliff,flavourings,pickles-chutney,10.0,ml,249.0,jiomart,,65.0,55.0,5.0,40.0,30.0,2.0,,0.1,,,,,,,,,,,,,,,
169,jiomart_balaji_wafers_balaji_cream_onion_potato_wafers_135_g,Balaji Cream & Onion Potato Wafers 135 g,Balaji Wafers,snacks,chips-namkeen,135.0,g,35.0,jiomart,370.0,55.0,10.0,4.0,20.0,8.0,1.0,350.0,2.0,,,,,,,,,,,,,,,
170,jiomart_yogabar_yogabar_energy_bars_chocolate_chunk_pack_of_20_multigrain_daily_protein_snack_high_energy_nu,Yogabar Energy Bars Chocolate Chunk Pack of 20 | Multigrain Daily Protein Snack | High Energy & Nutrition Bars | 8g Protein & 7g Fibre Protein bars | High in Iron & Fibre | 100%Vegan & No Preservatives Pack of 10 x 2,Yogabar,snacks,breakfast,8.0,g,459.0,jiomart,550.0,60.0,20.0,8.0,25.0,10.0,7.0,200.0,0.5,,,,,,,,,,,,,,,
171,jiomart_swad_swad_carrot_pickle_400g,SWAD Carrot Pickle 400g,Swad,flavourings,pickles-chutney,400.0,g,155.0,jiomart,30.0,7.0,6.0,0.5,2.5,1.5,0.5,250.0,2.0,,,,,,,,,,,,,,,
172,jiomart_luvit_luvit_smackers_chocolate_and_assorted_eclairs_combo_pack_of_5_chocolate_flavored_lollipops_3_f,LuvIt Smackers Chocolate and Assorted Eclairs | Combo Pack of 5 | Chocolate Flavored Lollipops & 3 Flavored Eclairs (5 x 172.8 g),Luvit,chocolate,chocolate,,g,459.0,jiomart,550.0,67.2,55.8,4.9,32.1,20.5,0.6,150.0,2.3,,,,,,,,,,,,,,,
173,jiomart_true_elements_true_elements_steel_cut_oats_15_kg_gluten_free_100_wholegrain_cereal_breakfast_diet_fo,True Elements Steel Cut Oats 1.5 kg - Gluten Free | 100% Wholegrain | Cereal Breakfast | Diet Food,True Elements,snacks,breakfast,1.5,kg,329.0,jiomart,369.0,74.0,1.0,9.0,12.0,2.0,4.0,0.5,0.1,"Steel Cut Oats, Mustard Oil, Jaggery, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
174,jiomart_riscossa_riscossa_gnocchi_pasta_500_g,"Riscossa Gnocchi Pasta, 500 g",Riscossa,noodles_pasta,noodles-pasta,500.0,g,175.0,jiomart,350.0,65.0,2.0,8.0,10.0,3.0,1.0,200.0,2.0,,,,,,,,,,,,,,,
175,jiomart_bb_organics_bb_organics_finger_millet_flakes_250g_traditional_millet_flakesragi_aval,B&B Organics Finger Millet Flakes (250g)/ Traditional Millet Flakes/Ragi aval.,B&B Organics,snacks,breakfast,250.0,g,130.0,jiomart,370.0,74.5,3.2,10.8,6.1,0.9,4.5,50.0,2.0,,,,,,,,,,,,,,,
176,jiomart_ancy_ancy_kagazi_badam_1_kg_4_x_250_g_badam_kagazi_badam_almond_high_in_fiber_boost_immunity_badam_a,Ancy Kagazi Badam 1 kg (4 X 250 g) | Badam| Kagazi Badam| Almond | High in fiber & Boost Immunity |Badam | Almonds ,|Ancy,essentials,dry-fruits-nuts,,g,675.0,jiomart,,22.9,10.2,21.5,34.6,15.3,13.4,0.2,0.1,"Badam, Kagazi",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
177,jiomart_red_label_red_label_natural_care_tea_1_kg,Red Label Natural Care Tea 1 kg,Red Label,beverage,tea-cofee,1.0,kg,502.0,jiomart,,3.5,2.8,0.1,0.2,0.1,0.2,,,"Mustard oil, Black tea, Cinnamon, Ginger, Cardamom",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
178,jiomart_bb_organics_bb_organics_multi_millet_pasta_180g_pack_of_4_traditional_multi_millet_pasta,B&B Organics Multi Millet Pasta (180g Pack of 4)/ Traditional Multi Millet Pasta,B&B Organics,noodles_pasta,noodles-pasta,180.0,g,579.0,jiomart,370.0,75.0,8.0,9.0,3.0,1.5,2.0,150.0,0.8,,,,,,,,,,,,,,,
179,jiomart_la_casa_la_casa_icecream_premix_french_vanilla_extra_creamy_strong_flavor_250g_,La Casa Icecream Premix - French Vanilla | Extra Creamy & Strong Flavor | 250g ,|La Casa,ready_to_eat,ready-to-eat,250.0,g,199.0,jiomart,550.0,65.0,25.0,4.0,30.0,15.0,0.0,200.0,1.0,,,,,,,,,,,,,,,
180,jiomart_gopal_gopal_premium_miniket_rice_10_kg,Gopal Premium Miniket Rice 10 Kg,Gopal,essentials,rice,10.0,kg,1049.0,jiomart,365.0,74.9,1.2,3.6,0.7,0.4,0.8,1.0,0.2,,,,,,,,,,,,,,,
181,jiomart_mrgold_mrgold_groundnut_oil_can_5l_set_of_2_total_10_l,"Mr.Gold Groundnut Oil Can 5L, Set of 2 - Total 10 L",Mr.Gold,essentials,oil,,,1999.0,jiomart,120.0,0.0,0.0,0.0,14.5,8.2,0.0,0.0,0.0,,,,,,,,,,,,,,,
182,jiomart_food_essential_food_essential_combo_pack_of_white_sugar_cubes_and_brown_sugar_cubes_350_gm_each,Food Essential Combo Pack of White Sugar Cubes and Brown Sugar Cubes 350 gm. each,Food Essential,essentials,salt-sugar,350.0,g,399.0,jiomart,,38.0,96.0,0.1,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,,
183,jiomart_trushita_trushita_cold_pressed_coconut_oil_1_litre_pet_bottle_kolhu_kacchi_ghani_chekku_100_natural_,"Trushita Cold Pressed Coconut Oil - 1 Litre Pet Bottle | Kolhu / Kacchi Ghani / Chekku | 100% NATURAL | Unrefined | Chemical-Free | 100% Pure Edible Oil For Skin Care, Baby Massage, Hair Care and Healthy Cooking Oil",Trushita,essentials,oil,1.0,L,609.0,jiomart,870.0,0.0,0.0,0.0,99.0,77.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
184,jiomart_veganic_veganic_chatpata_chand_sitara_candy_100gm_sweet_sour_star_and_moon_shaped_toffee_for_kids_mo,Veganic Chatpata Chand & Sitara Candy 100gm | Sweet & Sour Star And Moon Shaped Toffee For Kids | Mouth Freshener | Mukhwas,Veganic,chocolate,chocolate,100.0,g,179.0,jiomart,,40.2,34.1,3.8,20.9,14.5,,,,,,,,,,,,,,,,,,
185,jiomart_goldiee_goldiee_sabji_masala_100_g,Goldiee Sabji Masala 100 g,Goldiee,essentials,masala,100.0,g,31.0,jiomart,370.0,55.5,10.8,3.2,20.1,12.9,0.5,350.0,4.0,,,,,,,,,,,,,,,
186,jiomart_big_pantry_big_pantry_almond_200g,Big Pantry Almond 200g,Big Pantry,essentials,dry-fruits-nuts,200.0,g,188.0,jiomart,,,,,55.0,8.5,3.5,2.0,0.1,,,,,,,,,,,,,,,
187,jiomart_kesarco_kesarco_seed_mix_150g,KesarCo Seed Mix 150g,Kesarco,essentials,dry-fruits-nuts,150.0,g,63.0,jiomart,550.0,64.0,12.0,6.0,32.0,16.0,4.0,200.0,2.0,,,,,,,,,,,,,,,
188,jiomart_dukes_dukes_creme_4_fun_chocolate_sandwich_biscuits_145_g,Dukes Creme 4 Fun Chocolate Sandwich Biscuits 145 g,Dukes,snacks,biscuit,4.0,Fun,17.0,jiomart,,,,,,,,150.0,,,,,,,,,,,,,,,,
189,jiomart_cook_garden_cookgarden_multigrain_and_foxnut_pasta_300_gm_pack_of_2,CookGarden MultiGrain and Foxnut Pasta 300 gm - Pack Of 2,Cook Garden,noodles_pasta,noodles-pasta,300.0,g,249.0,jiomart,370.0,66.3,4.8,9.5,11.2,1.7,2.3,0.8,0.5,,,,,,,,,,,,,,,
190,jiomart_omkar_omkar_cold_pressed_sunflower_cooking_oil5_liter,OMKAR Cold Pressed Sunflower Cooking Oil-5 Liter,Omkar,essentials,oil,5.0,L,1141.0,jiomart,120.0,0.0,0.0,0.0,14.0,8.5,0.0,0.0,0.0,,,,,,,,,,,,,,,
191,jiomart_kiyo_kiyo_combo_pack_of_chutneys_date_tamarind_chutney100gms3_pani_puri_paste_100gms3_green_chutney_,KIYO Combo pack of Chutneys | | Date & Tamarind Chutney100gms*3| | Pani Puri Paste 100gms*3 | | Green Chutney (Dhaniya Pudina)100gms*3,Kiyo,flavourings,pickles-chutney,100.0,g,239.0,jiomart,,7.1,6.5,0.2,8.3,4.9,1.8,350.0,12.0,,,,,,,,,,,,,,,
192,jiomart_naturevit_jodhana_psyllium_whole_husk_500g_satisabgol,"Jodhana Psyllium Whole Husk, 500g (Sat-Isabgol)",Naturevit,essentials,wheat-soya,500.0,g,650.0,jiomart,240.0,63.5,2.3,4.8,0.7,0.1,15.5,2.0,0.4,,,,,,,,,,,,,,,
193,jiomart_mtr_mtr_ready_to_eat_dal_makhani_300_g,MTR Ready To Eat Dal Makhani 300 g,Mtr,ready_to_eat,ready-to-eat,300.0,g,105.0,jiomart,370.0,59.2,11.5,9.8,15.3,7.4,1.6,450.0,0.9,,,,,,,,,,,,,,,
194,jiomart_dhampur_green_dhampur_green_natural_pure_jaggery_gur_88_kg_220g_x_40,"Dhampur Green Natural Pure Jaggery (Gur), 8.8 Kg ( 220g X 40)",Dhampur Green,essentials,salt-sugar,8.8,kg,1149.0,jiomart,,74.3,73.8,0.1,0.2,0.1,0.6,,0.3,"Mustard oil, Jaggery, Indian spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
195,jiomart_neat_everyday_neat_everyday_extra_virgin_coconut_oil_60ml_100_pure_unrefined_edible_for_cooking_skin,"NEAT EVERYDAY Extra Virgin Coconut Oil (60ml) | 100% Pure, Unrefined & Edible | For Cooking, Skin & Baby Care, Oil Pulling | Ideal For All Skin & Hair Types | Cold Pressed Nariyal Ka Tel Reduces Dandruff, Helps to Prevent Hairfall for Men & Women",Neat Everyday,essentials,oil,60.0,ml,160.0,jiomart,,0.5,0.1,0.2,14.8,12.3,0.9,,0.1,"Coconut, Nariyal Ka Tel (Coconut Oil)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
196,jiomart_hersheys_hersheys_cocoa_spread_with_almond_350_g,Hershey's Cocoa Spread With Almond 350 g,Hershey'S,spread,sauce-ketchup-butter,350.0,g,251.0,jiomart,,,21.8,2.3,17.4,12.1,0.6,,,,,,,,,,,,,,,,,
197,jiomart_ritually_pure_ritually_pure_100_organic_pulses_chana_daal_split_chickpea_lentils_500_gm_pack,Ritually Pure 100% Organic Pulses | Chana Daal | Split Chickpea Lentils | 500 Gm Pack,Ritually Pure,essentials,pulses,500.0,g,189.0,jiomart,348.0,64.4,1.2,21.6,3.9,0.8,7.4,1.0,0.2,,,,,,,,,,,,,,,
198,jiomart_organic_purify_organic_purify_icing_sugar_pure_ultra_fine_400gm,"Organic Purify Icing Sugar,[ Pure & Ultra Fine ] 400GM",Organic Purify,essentials,salt-sugar,400.0,g,199.0,jiomart,,,99.0,,,,,,0.05,,,,,,,,,,,,,,,
199,jiomart_oreal_oreal_2l_premium_pure_canola_oil_rich_natural_anti_oxidants_preservative_free_1_litre_x_2,Oreal 2L Premium Pure Canola Oil | Rich Natural Anti Oxidants | Preservative Free | 1 Litre x 2,Oreal,essentials,oil,2.0,L,559.0,jiomart,,,,,9.0,7.5,,,,"Canola Oil, Mustard Oil",30g,7.0,,,,,,,,,,,,
200,jiomart_winne_candys_winne_candys_spiced_amla_candy_338g_jar_of_tangy_sweet_healthy_indian_gooseberry_candy_,"WINNE CANDY'S Spiced Amla Candy 338g Jar of Tangy, Sweet & Healthy Indian Gooseberry Candy | Tasty Digestive Snack for Kids, Adults, Travel & Daily Cravings | Pack of 1",Winne Candy'S,flavourings,pickles-chutney,239.7,g,189.0,jiomart,,40.2,24.5,1.3,10.8,7.4,0.6,150.0,2.5,,,,,,,,,,,,,,,
201,jiomart_dipi_doos_dipi_doos_cheese_sauce_280_gm,Dipi Doo's Cheese Sauce 280 GM,Dipi Doo'S,spread,sauce-ketchup-butter,280.0,g,136.0,jiomart,550.0,10.0,8.0,0.5,40.0,25.0,0.0,200.0,1.0,,,,,,,,,,,,,,,
202,jiomart_kwality_kwality_corn_flakes_with_almond_honey_made_with_golden_corns_99_fatfree_no_preservatives_or_,KWALITY Corn Flakes with Almond & Honey - Made with Golden Corns | 99% Fat-Free | No Preservatives or Colors | High in Protein | Zero Cholesterol - Perfect with Mixed Fruits [1Kg Pouch],Kwality,snacks,breakfast,1.0,kg,629.0,jiomart,360.0,65.0,10.0,8.0,5.0,2.5,1.0,150.0,0.5,"Corn, Almonds, Honey, Golden Corns",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
203,jiomart_kvd_collection_kvd_collection_mix_vegetable_achaar_250g_spicy_tangy_indian_pickle_homemade_taste_mix,KVD Collection Mix Vegetable Achaar 250g | Spicy Tangy Indian Pickle | Homemade Taste | Mixed Veg Achar with Mustard Oil | Natural & Preservative-Free,Kvd Collection,flavourings,pickles-chutney,250.0,g,199.0,jiomart,,10.5,4.2,0.8,11.3,6.7,1.5,250.0,2.5,,,,,,,,,,,,,,,
204,jiomart_banacos_banacos_natural_roasted_barley_daliya_350_gm,Banaco's Natural Roasted Barley Daliya 350 gm,Banaco'S,essentials,flour,350.0,g,170.0,jiomart,375.0,64.0,2.0,8.0,6.0,1.5,4.0,0.2,0.3,,,,,,,,,,,,,,,
205,jiomart_mcvities_mcvities_digestive_biscuits_108_g,McVitie's Digestive Biscuits 108 g,Mcvitie'S,snacks,biscuit,108.0,g,16.0,jiomart,571.0,63.2,11.4,7.3,26.1,12.6,0.9,360.0,2.5,,,,,,,,,,,,,,,
206,jiomart_samrat_samrat_mp_wheat_flour_10_kg,Samrat MP Wheat Flour 10 kg,Samrat,essentials,flour,10.0,kg,419.0,jiomart,369.0,74.2,1.3,12.8,0.9,0.5,1.2,0.3,0.4,,,,,,,,,,,,,,,
207,jiomart_pastiano_pastiano_jumbo_combo_pack_of_macaroni_fusilli_penne_shells_vermicelli_and_roasted_vermicell,"PASTIANO JUMBO COMBO- PACK OF MACARONI, FUSILLI, PENNE, SHELLS, VERMICELLI AND ROASTED VERMICELLI IN 250 GMS PACK",Pastiano,noodles_pasta,noodles-pasta,250.0,g,305.0,jiomart,,68.2,1.4,6.3,0.9,0.5,1.2,250.0,4.8,"Wheat Flour, Niacin, Iron Sulphate, Thiamine Mononitrate, Riboflavin, Folic Acid, Manganese Sulphate, Sodium Carbonate, Calcium Phosphate, Vegetable Oil, Salt, Sugar, Colour (E150d), Emulsifier (Soy Lecithin)",30g,8.57,,Verified Indian nutrition label,,,,,,,,,,
208,jiomart_veganic_veganic_organic_roasted_green_peas_crunchy_salted_masala_green_peas_namkeen_matar_dried_mata,Veganic Organic Roasted Green Peas (Crunchy) | Salted & Masala Green Peas (Namkeen Matar)| Dried Matar Snacks 400g,Veganic,snacks,chips-namkeen,400.0,g,153.0,jiomart,,18.5,2.9,4.3,10.1,0.8,6.5,250.0,2.4,,,,,,,,,,,,,,,
209,jiomart_on1y_on1y_oregano_10_g,On1y Oregano 10 g,On1Y,essentials,masala,1.0,y,74.0,jiomart,,,,2.5,10.0,6.0,1.0,,,,,,,,,,,,,,,,,
210,jiomart_postman_postman_mustard_oil_2l_refined_groundnut_oil_1l,Postman Mustard Oil 2L & Refined Groundnut Oil 1L,Postman,essentials,oil,2.0,L,810.0,jiomart,,,,,89.0,7.5,0.2,0.1,0.01,"Mustard Oil, Refined Groundnut Oil",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,,,,,,,,,
211,jiomart_natrixeed_natrixeed_roasted_peanuts_salted_mungfali_vacuum_packed_1000gms,"NATRIXEED Roasted Peanuts Salted Mungfali | Vacuum Packed, 1000gms",Natrixeed,essentials,pulses,1000.0,g,289.0,jiomart,575.0,15.2,1.3,21.8,51.5,11.4,6.2,0.3,1.9,,,,,,,,,,,,,,,
212,jiomart_poorvigam_poorvigam_wood_pressed_coconut_oil_2_ltr,Poorvigam Wood Pressed Coconut Oil | 2 LTR,Poorvigam,essentials,oil,2.0,L,1199.0,jiomart,,,,,,,,,,,,,,,,,,,,,,,,
213,jiomart_agranik_agranik_pure_desi_khand_raw_natural_and_100_unrefined_sugar_with_minerals,Agranik Pure Desi Khand Raw Natural and 100% Unrefined Sugar with Minerals,Agranik,essentials,salt-sugar,,,249.0,jiomart,,,99.9,,0.1,,,3.0,99.0,,,,,,,,,,,,,,,
214,jiomart_pitaamah_pitaamah_indrayani_rice_1kg_aromatic_rice_sticky_rice_unpolished_rice,Pitaamah Indrayani Rice | 1kg | Aromatic Rice | sticky Rice | Unpolished Rice,Pitaamah,essentials,rice,1.0,kg,249.0,jiomart,350.0,74.0,1.2,3.5,0.7,0.4,0.8,1.0,0.2,,,,,,,,,,,,,,,
215,jiomart_kiyo_kiyos_sweet_lemon_pickle_garlic_pickle_500_gms_each,Kiyo's Sweet Lemon Pickle &Garlic Pickle 500 GMS Each,Kiyo,flavourings,pickles-chutney,500.0,g,289.0,jiomart,120.0,20.0,5.0,1.0,8.0,2.5,0.5,350.0,3.0,,,,,,,,,,,,,,,
216,jiomart_ritually_pure_ritually_pure_100_organic_jaggery_powder_gudiya_shakkar_made_from_organic_cane450g2900,Ritually Pure 100% Organic | Jaggery Powder | Gudiya Shakkar | Made from Organic Cane|450g*2|900g,Ritually Pure,essentials,salt-sugar,450.0,g,240.0,jiomart,369.0,76.8,74.2,0.4,0.1,0.05,2.3,,0.02,,,,,,,,,,,,,,,
217,jiomart_millet_mania_millet_mania_vedic_khandsari_sugar_sulphurfree_desi_shakkar_natural_sweetener_from_suga,Millet Mania Vedic Khandsari Sugar | Sulphur-Free Desi Shakkar | Natural Sweetener from Sugarcane | Unrefined & Chemical-Free | Organic Mineral-Rich Sweetener for Daily Use | Traditional Indian Sweetener | 1.5kg,Millet Mania,essentials,salt-sugar,1.5,kg,389.0,jiomart,,65.2,63.7,0.1,0.3,0.1,0.2,,0.01,"Vedic Khandsari Sugar, Sugarcane Juice Concentrate, Mustard Oil",30g,7.0,,,,,,,,,,,,
218,jiomart_jalaram_delight_jalaram_delights_unpolished_moong_dal_healthy_light_500_g_dal,Jalaram Delight's Unpolished Moong Dal | Healthy & Light - 500 g Dal,Jalaram Delight,essentials,pulses,500.0,g,160.0,jiomart,115.0,22.2,1.3,6.5,0.7,0.4,4.2,1.0,0.3,,,,,,,,,,,,,,,
