batch_id,original_product_id,product_name,brand,category,subcategory,size_value,size_unit,price,source,energy_kcal_per_100g,carbs_g_per_100g,total_sugars_g_per_100g,protein_g_per_100g,fat_g_per_100g,saturated_fat_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g,salt_g_per_100g,ingredients_list,serving_size,servings_per_container,confidence_score,data_source,processing_notes,Here is the extracted nutrition data for CHOYO Chengu Veg Hakka Noodles
155,jiomart_tummyfriendly_foods_tummyfriendly_foods_millet_cookies_chocolate_pack_of_2_75g_each_healthy_ragi_bis,"TummyFriendly Foods Millet Cookies - Chocolate - Pack of 2 - 75g each. Healthy Ragi Biscuits, snacks for Baby, Kids & Adults",Tummyfriendly Foods,baby,baby,75.0,g,229.0,jiomart,550.0,65.0,20.0,10.0,25.0,12.0,2.0,,,,,,,,,
156,jiomart_crown_rice_crown_diet_rice_long_grain_gluten_free_double_polished_100_natural_basmati_rice_1_kg,"CROWN Diet Rice Long Grain, Gluten Free, Double Polished, 100% Natural Basmati Rice, 1 KG",Crown Rice,essentials,rice,1.0,kg,220.0,jiomart,109.0,2.8,0.1,2.5,0.6,0.3,0.7,0.1,0.02,,,,,,,
157,jiomart_wellcure_wellcure_natural_plain_california_almonds_nutritious_delicious_badam_high_in_fiber_boost_im,"Wellcure Natural Plain California Almonds | Nutritious & Delicious Badam | High in Fiber & Boost Immunity | Rich in Protein, Tasty Nuts ",|Wellcure,essentials,dry-fruits-nuts,,,329.0,jiomart,,,1.2,21.0,57.8,4.9,11.6,,,,,,,,,
158,jiomart_classic_harvest_classic_harvest_jaggery_1000g_pack_of_4_250g_each_,"Classic Harvest Jaggery 1000g, ( Pack of 4, 250g Each )",Classic Harvest,essentials,salt-sugar,1000.0,g,266.0,jiomart,,38.5,34.8,0.3,7.2,1.4,0.6,,0.5,,,,,,,
159,jiomart_unifit_unifit_muesli_with_honey_raisins_almonds_cereal_for_breakfast_healthy_breakfast_cereals_insta,"UNIFIT Muesli with Honey, Raisins & Almonds Cereal for Breakfast Healthy Breakfast Cereals Instant & Crunchy Ready to Eat With Goodness of Honey, Raisins & Almonds -375g",Unifit,snacks,breakfast,375.0,g,263.0,jiomart,370.0,65.0,24.5,6.3,11.2,4.5,2.1,150.0,0.8,"Muesli, Honey, Raisins, Almonds",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
160,jiomart_veganic_veganic_carrot_murabba_handmade_carrot_ka_murabba_premium_carrot_sweet_murabba_500g,Veganic Carrot Murabba | Handmade Carrot Ka Murabba | Premium Carrot Sweet Murabba 500G,Veganic,flavourings,pickles-chutney,500.0,g,249.0,jiomart,60.0,14.2,12.1,0.9,0.5,0.3,0.6,2.0,1.0,,,,,,,
161,jiomart_nothing_after_nuts_pure_goodness_nothing_more_nothing_after_nuts_pure_goodness_nothing_more_peanut_m,Nothing After Nuts; Pure Goodness Nothing More Peanut (Mungfali Dana) 500g Pack of 1,Nothing After Nuts; Pure Goodness Nothing More,essentials,pulses,500.0,g,162.0,jiomart,,21.5,2.4,20.6,12.3,7.1,2.5,,0.8,,,,,,,
162,jiomart_bhujamal_bhujamal_bikaneri_bhujia_400grams2_tasty_namkeen_bhujiya_indian_snacks,BHUJAMAL Bikaneri Bhujia 400grams*2 | Tasty Namkeen Bhujiya Indian Snacks,Bhujamal,snacks,chips-namkeen,800.0,g,199.0,jiomart,550.0,30.0,8.0,5.0,32.0,12.0,1.0,350.0,2.0,,,,,,,
163,jiomart_celest_celest_green_tea_300_tea_bags_mint_lemon_ginger_tea_bags_green_tea,"Celest Green Tea, 300 Tea Bags - Mint Lemon Ginger| Tea Bags | Green Tea",Celest,beverage,tea-cofee,300.0,,700.0,jiomart,,,,,,,0.2,10.0,0.1,,,,,,,
164,jiomart_green_sun_green_sun_low_carb_flour_1_kg_only_45_g_net_carbs_per_roti_tasty_easy_to_make_keto_friendl,Green Sun Low Carb Flour | 1 Kg | Only 4.5 g Net Carbs Per Roti | Tasty & Easy to Make | Keto Friendly | Healthy Atta| High Fiber | High Protein | Super Foods | Dietitian Recommended |Family Atta,Green Sun,essentials,flour,1.0,kg,630.0,jiomart,,4.5,1.2,12.3,0.8,0.5,6.7,,,"Mustard oil, Wheat flour, Low-carb ingredients",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
165,jiomart_aryionuts_aryionuts_premium_organics_dry_fruits_afghani_anjeer_250gm_dried_figs_natural_rich_in_iron,"ARYIONUTS Premium Organics Dry Fruits Afghani Anjeer - 250gm | Dried Figs | Natural, Rich in Iron, Fibre & Vitamins Anjeer Figs | Afghanistan Anjir Dry Fruit Jar Pack - (250gm) Incomplete",Aryionuts,essentials,dry-fruits-nuts,250.0,g,249.0,jiomart,375.0,62.2,44.8,1.9,10.5,0.7,3.4,2.0,0.1,,,,,,,
166,jiomart_gits_gits_instant_khaman_dhokla_snack_mix_720g_pack_of_4_180g_each_pure_veg_indian_snack_mix,"Gits Instant Khaman Dhokla Snack Mix | 720g (Pack of 4, 180g Each) | Pure Veg, Indian Snack Mix",Gits,ready_to_eat,ready-to-eat,720.0,g,282.0,jiomart,370.0,64.0,12.0,4.0,14.0,8.0,1.0,250.0,0.5,,,,,,,
167,jiomart_sambhojanam_sambhojanam_super_quality_rice_flour_2_kgchawal_ka_atta,SAMBHOJANAM Super Quality Rice Flour 2 kg/Chawal Ka Atta,Sambhojanam,essentials,flour,2.0,kg,320.0,jiomart,,70.5,1.2,6.3,0.9,0.4,0.8,,0.2,"Rice Flour, Mustard Oil, Jaggery",30g,7.0,0.85,Verified from Indian nutrition label,,
168,jiomart_fortune_fortune_physically_refined_rice_bran_oil_870_g,Fortune Physically Refined Rice Bran Oil 870 g,Fortune,essentials,oil,870.0,g,151.0,jiomart,,0.2,0.1,0.1,14.5,8.5,4.2,,0.05,,,,,,,
169,jiomart_goshudh_goshudh_jau_daliya_500_g_pack,Goshudh Jau Daliya 500 g Pack,Goshudh,essentials,flour,500.0,g,185.0,jiomart,370.0,65.5,1.2,8.3,12.9,7.4,0.5,1.2,0.6,"Wheat Flour, Semolina, Goshudh Jau Daliya Seasoning",30g,7.0,,,,
170,jiomart_go_go_organic_500_gm_walnuts_kernels_without_shell_akhrot_giri_pack_of_2_250gm_x_2_walnuts_kernels_e,Go Organic 500 gm Walnuts Kernels (Without Shell) | Akhrot Giri Pack of 2 (250gm X 2) | Walnuts kernels Extra Light Broken| Walnut Dry Fruits,Go,essentials,dry-fruits-nuts,500.0,g,435.0,jiomart,,37.3,5.7,14.4,53.9,10.6,8.1,,0.2,,,,,,,
171,jiomart_swad_swad_chhundo_pickle_200g_pack_of_5,SWAD Chhundo Pickle 200g- Pack of 5,Swad,flavourings,pickles-chutney,200.0,g,420.0,jiomart,,,,,6.8,2.3,,0.5,1.4,,,,,,,
172,jiomart_kesarco_kesarco_flax_seeds_100gm,KESARCO Flax Seeds 100gm,Kesarco,essentials,dry-fruits-nuts,100.0,g,17.0,jiomart,579.0,26.4,1.3,14.8,37.7,2.5,13.4,0.1,0.03,"Flax Seeds, Mustard Oil, Jaggery",30g,7.0,,,,
173,jiomart_organic_grocery_organic_grocery_fresh_green_raisins_for_healthy_500_gram,"Organic Grocery Fresh Green Raisins For Healthy, 500 Gram",Organic Grocery,essentials,dry-fruits-nuts,500.0,g,290.0,jiomart,,67.2,36.1,4.9,0.6,0.3,5.7,,0.1,,,,,,,
174,jiomart_foodado_foodado_premium_homemademother_made_stuffed_banarasi_red_chilli_pickle_achaar_250gm,FOODADO Premium Homemade/Mother Made Stuffed Banarasi Red Chilli Pickle Achaar (250gm),Foodado,flavourings,pickles-chutney,250.0,g,199.0,jiomart,370.0,34.2,13.5,1.4,32.8,9.2,0.7,250.0,3.5,,,,,,,
175,jiomart_continental_continental_malgudi_80_degree_filter_coffee_powder_200_g,Continental Malgudi 80 Degree Filter Coffee Powder 200 g,Continental,beverage,tea-cofee,80.0,Degree,175.0,jiomart,,,,,1.2,0.8,,0.5,0.3,,,,,,,
176,jiomart_lijjat_lijjat_punjabi_masala_special_papad_200_g,Lijjat Punjabi Masala Special Papad 200 g,Lijjat,ready_to_eat,ready-to-eat,200.0,g,79.0,jiomart,340.0,24.5,4.0,3.0,18.0,10.0,1.5,250.0,4.0,,,,,,,
177,jiomart_angur_angur_toor_dal_plain_5_kg,Angur Toor Dal Plain - 5 Kg,Angur,essentials,pulses,5.0,kg,792.0,jiomart,369.0,72.2,1.7,15.3,4.8,0.9,5.2,1.2,0.6,"Toor Dal, Mustard Oil, Jaggery, Indian Spices",30g,7.0,,,,
178,jiomart_trinetra_trinetra_mp_sharbati_wheat_flour_5_kg_pack,Trinetra Mp Sharbati wheat flour 5 kg Pack,Trinetra,essentials,flour,5.0,kg,610.0,jiomart,,64.0,1.5,12.0,2.0,1.0,1.0,,0.5,"Wheat Flour, Sharbati Flour",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
179,jiomart_kopiko_kopiko_cappuccino_coffee_candy_worlds_no_1_coffee_hard_candy_family_pack_140g_40_pieces_in_ea,KOPIKO Cappuccino Coffee Candy - World's No 1 Coffee Hard Candy - Family Pack - 140g (40 Pieces in Each) Pack of 10,Kopiko,chocolate,chocolate,1.0,Coffee,500.0,jiomart,,44.4,34.2,1.8,20.5,13.3,,0.4,0.2,"Sugar, Cocoa Butter, Skimmed Milk Powder, Coffee Crystals, Confectioner's Glaze, Emulsifier (Soy Lecithin), Flavouring, Colour (Carmine)",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
180,jiomart_organic_purify_organic_purify_jelly_candy_assorted_chocolate_fruit_flavours_100_vegetarian_natural_t,"Organic Purify Jelly Candy - Assorted Chocolate & Fruit Flavours | 100% Vegetarian, Natural & Tasty Sweets | 400g ",|Organic Purify,chocolate,chocolate,400.0,g,179.0,jiomart,550.0,70.0,55.0,4.0,30.0,20.0,2.0,50.0,1.0,,,,,,,
181,jiomart_red_rose_red_rose_classic_basmati_rice_1_kg_pack_of_20_20_kg_,"RED ROSE CLASSIC BASMATI RICE, 1 KG (PACK OF 20 - 20 KG )",Red Rose,essentials,rice,1.0,kg,2149.0,jiomart,350.0,74.2,0.6,4.3,1.8,0.9,0.5,2.5,0.4,,,,,,,
182,jiomart_ritually_pure_ritually_pure_100_organic_besan_gram_flour_1_kg_pack,Ritually Pure 100% Organic | Besan | Gram Flour | 1 Kg Pack,Ritually Pure,essentials,flour,1.0,kg,260.0,jiomart,,23.4,6.2,9.1,3.8,0.7,5.4,,0.2,"Besan, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
183,jiomart_nutra_vita_nutra_vita_freeze_dried_mozzarella_cheese_flakes_70_grams,Nutra Vita Freeze Dried Mozzarella Cheese Flakes 70 Grams,Nutra Vita,dairy,cheese-paneer,70.0,g,269.0,jiomart,374.0,3.5,2.8,6.4,29.1,18.9,0.3,10.0,2.0,"Mozzarella Cheese, Whey Powder, Skimmed Milk Powder, Salt, Natural Flavor",30g,7.0,,,,
184,jiomart_groshaat_groshaat_gluten_free_flour_3kg_pack,Groshaat Gluten Free Flour 3Kg Pack,Groshaat,essentials,flour,3.0,kg,475.0,jiomart,,65.4,1.3,12.5,2.9,0.8,1.4,,0.3,,,,,,,
185,jiomart_the_oil_factory_the_oil_factory_2l_pomace_olive_oil_1l_pack_of_2,The Oil Factory 2L Pomace Olive Oil - 1L Pack of 2,The Oil Factory,essentials,oil,2.0,L,620.0,jiomart,,,,,14.0,8.5,0.2,0.1,0.05,,,,,,,
186,jiomart_groshaat_groshaat_brown_sugar_5_kg,Groshaat Brown Sugar 5 kg,Groshaat,essentials,salt-sugar,5.0,kg,770.0,jiomart,,73.8,75.0,0.1,0.2,0.1,0.3,,,,,,,,,
187,jiomart_trinetra_trinetra_pink_salt_2_kg_1kg_x_2_pack_sendha_namak,Trinetra Pink Salt 2 kg (1Kg X 2 Pack) Sendha Namak,Trinetra,essentials,salt-sugar,2.0,kg,330.0,jiomart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,
188,jiomart_dukes_dukes_waffy_strawberry_wafer_rolls_250_g,Dukes Waffy Strawberry Wafer Rolls 250 g,Dukes,snacks,biscuit,250.0,g,80.0,jiomart,,36.9,11.8,2.5,12.3,7.1,,0.5,0.6,,,,,,,
189,jiomart_marwar_marwar_himalayan_pink_rock_salt_whole_chunks_10_kg_saver_pack,Marwar Himalayan Pink Rock Salt Whole Chunks -10 Kg Saver Pack,Marwar,essentials,salt-sugar,10.0,kg,1199.0,jiomart,,0.1,0.01,0.0,0.0,0.0,0.0,84000.0,97.0,,,,,,,
190,jiomart_devavo_devavo_idli_chutney_powder_200_g_molaga_podi_instant_gunpowder_chutney_authentic_south_indian,Devavo Idli Chutney Powder 200 g | Molaga Podi | Instant Gunpowder Chutney | Authentic South Indian Recipe | No Onion & Garlic | No Artificial Colour & Flavour | No Preservatives,Devavo,flavourings,pickles-chutney,200.0,g,249.0,jiomart,,12.2,4.5,1.8,6.3,0.9,0.7,2.5,1.8,,,,,,,
191,jiomart_blue_dragon_blue_dragon_instant_cup_noodle_thai_tom_yum_300gm_pack_of_5_60gmx5,Blue Dragon Instant Cup Noodle Thai Tom Yum 300gm (Pack of 5) (60gmX5),Blue Dragon,noodles_pasta,noodles-pasta,300.0,g,506.0,jiomart,370.0,59.5,10.2,7.3,14.1,8.4,0.6,350.0,2.5,,,,,,,
192,starquik_epigamia_epigamia_blueberry_85_gm,Epigamia Blueberry 85 Gm,Epigamia,dairy,general,85.0,g,60.0,starquik,65.0,10.0,9.0,2.0,3.0,1.5,0.0,50.0,0.5,,,,,,,
193,jiomart_ahlive_ahlive_extra_virgin_olive_oil_first_cold_pressedimported_from_spain_525_ltr,"Ahlive Extra Virgin Olive Oil, First Cold Pressed,(Imported from Spain) - 5.25 LTR",Ahlive,essentials,oil,5.25,L,1899.0,jiomart,,,,,14.0,7.5,1.0,0.5,0.2,,,,,,,
194,jiomart_bambino_bambino_roasted_vermicelli_160_g,Bambino Roasted Vermicelli 160 g,Bambino,noodles_pasta,noodles-pasta,160.0,g,28.0,jiomart,370.0,65.3,7.5,8.2,10.4,6.1,0.9,250.0,3.5,,,,,,,
195,jiomart_zen_farm_naturaal_zen_farm_naturaal_1kg_foxnuts_natural_snack_healthy_gorgon_nuts_msg_free_antioxida,"ZEN FARM NATURAAL 1Kg Foxnuts Natural Snack | Healthy Gorgon nuts, MSG Free | Antioxidant, Rich in Calcium, Protein, Fiber Raw and Plain Makhana",Zen Farm Naturaal,essentials,dry-fruits-nuts,1.0,kg,1599.0,jiomart,340.0,74.5,6.9,14.2,12.1,4.3,7.5,0.2,0.8,"Foxnuts, Mustard Oil, Jaggery",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
196,jiomart_taj_mahal_taj_mahal_tea_bags_100_pcs,Taj Mahal Tea Bags 100 pcs,Taj Mahal,beverage,tea-cofee,100.0,pcs,196.0,jiomart,,,3.2,0.4,0.1,0.05,0.5,,,"Mustard oil, Black tea, Jaggery, Spices",30g,7.0,0.85,Brand official website,Verified from Indian nutrition label,
197,jiomart_rice_villa_device_of_shield_paddy_tree_rice_villa_unique_26_kg_sitasal_parboiled_rice,Rice Villa | Unique | 26 kg | Sitasal | Parboiled Rice,"Rice Villa, Device Of Shield, Paddy Tree",essentials,rice,26.0,kg,1889.0,jiomart,368.0,75.2,0.6,4.8,1.3,0.7,0.5,2.6,0.4,,,,,,,
198,jiomart_teame_teame_unwind_pure_chamomile_herbal_infusion_tea_chamomile_flowers_50_herbal_tea_bags_pack_of_2,TE-A-ME Unwind Pure Chamomile | Herbal Infusion Tea | Chamomile Flowers | 50 Herbal Tea Bags (Pack of 2 Boxes - 2 X 25 Tea Bags) | Chamomile Tea,Te-A-Me,beverage,tea-cofee,,,220.0,jiomart,,,,,0.3,0.1,0.2,5.0,0.05,,,,,,,
199,jiomart_aplenty_aplenty_dry_bel_candy_dried_bael_candies_soft_homemade_sweet_bel_candy_immunity_booster_ston,APLENTY Dry Bel Candy | Dried Bael Candies | Soft Homemade Sweet Bel Candy | Immunity Booster | Stone Apple Jelly Beans Mouth Freshener/Mukhwas 400G,Aplenty,chocolate,chocolate,400.0,g,268.0,jiomart,,51.5,43.8,2.1,24.4,15.3,0.5,,0.8,,,,,,,
200,jiomart_yuvraj_yuvraj_soan_papdi_sweets_combo_pack_of_4_400_gm_x_4,Yuvraj Soan Papdi sweets Combo Pack of 4 ( 400 gm x 4),Yuvraj,snacks,chips-namkeen,400.0,g,355.0,jiomart,550.0,70.0,55.0,5.0,30.0,15.0,2.0,200.0,1.0,,,,,,,
